,label,left,top,width,height,HITId,AssignmentId,WorkerId,ca,no,tr,fr
4499,Object held in hand,367.0,323.0,652.0,484.0,3OKP4QVBQ5W2XAW600WMK1MBFJSGAD,3S0TNUHWKXHOPMRTREG27995FC88DM,A3E7ZJB271LWC4,giraffe,15,hodgepodge,85
4500,Object held in hand,503.0,363.0,459.0,441.0,3QMELQS6Z8ASZYTHQY9M30YWL99R6Q,33L7PJKHCKXV6BNQD4GHCDRRIYFT89,A18R8GG33EVI6C,giraffe,15,hodgepodge,91
4501,Object held in hand,473.0,387.0,417.0,422.0,338GLSUI56A0J6M56GCVNGG50AXSFK,3OUYGIZWRBXFWUPG1JUIEOKCAXT0PZ,A2C7EYRPWL8B3L,giraffe,15,hodgepodge,97
4502,Object held in hand,464.0,346.0,624.0,425.0,3W31J70BBVVVSBPNA5DSOO4SM3SCKC,3S0TNUHWKXHOPMRTREG27995FC0D8J,A3E7ZJB271LWC4,giraffe,15,hodgepodge,103
4503,Object held in hand,468.0,317.0,597.0,442.0,374UMBUHO8OUVUFA4ERKPFRO5GITCY,3F1567XTN04IS0E81SS074BFIX29Q4,A2880Y23V0UITQ,giraffe,15,hodgepodge,109
4504,Object held in hand,552.0,378.0,375.0,526.0,3N7PQ0KLJ8O4TB1ULQROXQNTWTM3EO,37FMASSAYGQOZV5MM41NP8FJFN8BIX,A3E7ZJB271LWC4,giraffe,15,hodgepodge,115
4505,Object held in hand,602.0,258.0,409.0,582.0,3EFNPKWBNVN52LM0DJS9C1LP2S903W,3CN4LGXD51NQ4WZIB7D33I31VE9Y44,A3KQEFX15OV461,giraffe,15,hodgepodge,121
4506,Object held in hand,653.0,198.0,384.0,571.0,37G6BXQPMTKW0C7WJ13KAYG46LXEQZ,38SKSKU7R5W0C4RYDHQH3BBORH7ILC,A1M1E62KXCDNL0,giraffe,15,hodgepodge,127
4507,Object held in hand,736.0,168.0,396.0,748.0,3MJ9GGZYP65CIGOZ1LBXIXSA50N2AG,3XUHV3NRVOXMEKDTFCSPMAEC5EZH51,A3NPSVXD85WT0J,giraffe,16,hodgepodge,1
4508,Object held in hand,650.0,168.0,600.0,903.0,3ZZAYRN1J9QV4JCDUJ0BKFL5UU2TOW,3ZSY5X72N1ALBOXEGW0I9KG99IWRO7,A17H4056SPXO80,giraffe,16,hodgepodge,7
4509,Object held in hand,698.0,331.0,490.0,749.0,3OWZNK3RZOOWXP2X7QSOIY44C39U2E,3VA45EW49RMXIJYXI2L33TYW5JMO1Q,A3SSR32EZYJ8QD,giraffe,16,hodgepodge,13
4510,Object held in hand,606.0,279.0,443.0,794.0,3SD15I2WE5T0GW8FF88QL2VGFVW361,34MAJL3QP8MPOT2UMMKDDO7OMDI347,A1M1E62KXCDNL0,giraffe,16,hodgepodge,19
4511,Object held in hand,645.0,249.0,518.0,810.0,3JYPJ2TAZL736E6DEZ81SBBUDQRFPS,3HWRJOOET91B0CK217XRUIRRRIEESJ,A5BMA5POGL8DW,giraffe,16,hodgepodge,25
4512,Object held in hand,660.0,159.0,477.0,799.0,388FBO7J0US93KBV3ANXD7DFJMHNY2,34S6N1K2ZZI0G9GE7Z8W3ZA9R44LHY,A3E7ZJB271LWC4,giraffe,16,hodgepodge,31
4513,Object held in hand,640.0,204.0,475.0,800.0,3K8CQCU3LH05EFGVO959SASZ8EGWNB,3C44YUNSI5O9VEQADVIDTV4V4M6PDL,A2PJBSDDN22XIX,giraffe,16,hodgepodge,37
4514,Object held in hand,635.0,349.0,554.0,675.0,31KPKEKW5DCA5GQDSC7FUKJ1QKP0BQ,3GU1KF0O4M0GGHSQZZR7Y5GV11ZPBJ,A1L3AMVT1UIZPD,giraffe,16,hodgepodge,43
4515,Object held in hand,637.0,464.0,556.0,616.0,3MWOYZD5XYNX967TXNEZBGFD5CHONR,39GXDJN2OXDAJ3RFIZGWDVFCFJA8VJ,A3PRFA3M7OSCT5,giraffe,16,hodgepodge,49
4516,Object held in hand,592.0,292.0,570.0,788.0,3ZG552ORBP3WA4RXCG2TEK6NQAN2VG,3W8CV64QJ6Y5F7F5I256YQJERAFH9P,A1M1E62KXCDNL0,giraffe,16,hodgepodge,55
4517,Object held in hand,582.0,378.0,656.0,702.0,3BPP3MA3UFJL9FRJRWVOTCHAWF8EL8,3LJ7UR74RLCWSXV4454SM25URTWN4S,A1L3AMVT1UIZPD,giraffe,16,hodgepodge,61
4518,Object held in hand,661.0,385.0,565.0,694.0,3VZYA8PIURX8G094R2G2RYJ9GO005M,3RU7GD8VPSSFX39SALD2OUQV5P9SPB,A1L5H5KX16J1LS,giraffe,16,hodgepodge,67
4519,Object held in hand,678.0,488.0,594.0,590.0,34O39PNDL97Y5AACMPQUEGKOZAIBRT,3R6P78PK7OAAZQT8W2S54Q8P6GFGTX,A18R8GG33EVI6C,giraffe,16,hodgepodge,73
4520,Object held in hand,709.0,336.0,554.0,739.0,35ZRNT9RVLXQ52EJF4UK22H70VOO39,3SITXWYCNZ8LPQUHLQ1OSI2Y30SBXD,A1XYZ59F32389B,giraffe,16,hodgepodge,79
4521,Object held in hand,785.0,328.0,400.0,751.0,33KGGVH25XGHP8EWTR3XXMT3EFI1X2,3WJEQKOXAC18GF4W8JGL2YERG341AS,A13V95MSIU0JN3,giraffe,16,hodgepodge,85
4522,Object held in hand,720.0,332.0,614.0,748.0,39TX062QY4NDZBSBGVHGLF80CZS3XS,3QJOXOW4XNQ82H7XHA15I9SLZSEEMN,A3OLRWACCCCUTU,giraffe,16,hodgepodge,91
4523,Object held in hand,798.0,373.0,455.0,694.0,334ZEL5JY9EUPJZY5JVLAAPJSBMOS0,3G0WWMR1UZJ3H2I222B5P56ZNMFNQD,A177WHL80AVLKL,giraffe,16,hodgepodge,97
4524,Object held in hand,746.0,460.0,538.0,604.0,3BS6ERDLA66YYOAC8XE2YBHS68LD69,3QHK8ZVMIQHQPWDS77Y0HO7BWRRLBA,A1L3AMVT1UIZPD,giraffe,16,hodgepodge,103
4525,Object held in hand,705.0,364.0,582.0,716.0,37Y5RYYI1S4HJSDQ6AIHTNGC4FTSXB,3L2IS5HSFEHV9VPJJBVAZ63OQ7WUN0,A177WHL80AVLKL,giraffe,16,hodgepodge,109
4526,Object held in hand,755.0,534.0,552.0,528.0,3HO4MYYR25NKFQLYUS4R8BLGS8DU6X,34J10VATJJXB317B5MYDKXAI1NNQI2,A3E7ZJB271LWC4,giraffe,16,hodgepodge,115
4527,Object held in hand,668.0,489.0,728.0,591.0,3K2CEDRADE074GR1H3LYSBW0ZUMMT9,39GHHAVOMJQ0974JP7C0TVODIAX4JD,A3GJ43NLKYZ7O,giraffe,16,hodgepodge,121
4528,Object held in hand,662.0,303.0,558.0,777.0,3OID399FYJ6UHH3N9QH6SHU5Z7LFDB,31IBVUNM9WYJYI12QDM2NNWY2M3FVL,A3S5AA4R3RIEEP,giraffe,16,hodgepodge,127
4529,Object held in hand,728.0,137.0,539.0,792.0,3GKAWYFRBSS68USHNTDB4B891DADPE,3TPWUS5F8D0PAVHXPL1X1JU9CJQWCG,A2C7EYRPWL8B3L,giraffe,16,hodgepodge,133
4530,Object held in hand,409.0,267.0,1032.0,726.0,30OITAWPCT22SNHCS00496NSO1NH9Y,39LOEL67OW4Q7UPWYPAQU0NTOZK38K,A32F420NFLF032,giraffe,17,hodgepodge,1
4531,Object held in hand,284.0,212.0,1186.0,832.0,36818Z1KW6C13YKI5LP217X2BEMA3Y,3SUWZRL0M2C6DEM5UUUOTDVZ9TEE6U,A17H4056SPXO80,giraffe,17,hodgepodge,7
4532,Object held in hand,379.0,143.0,896.0,877.0,3OKP4QVBQ5W2XAW600WMK1MBFJQAG5,3EKVH9QME23D37P4BX71XIW2TC6D2E,A17H4056SPXO80,giraffe,17,hodgepodge,13
4533,Object held in hand,635.0,112.0,461.0,859.0,311HQEI8SVFK5PTDJP8RVH0RP1F7Z1,3TPZPLC3M4BBDMODK6C1GMIJD9G3P0,A2C7EYRPWL8B3L,giraffe,17,hodgepodge,19
4534,Object held in hand,574.0,76.0,799.0,976.0,3EQPA8A387VDPKUFKYXOY750GWGZJ1,3GD6L00D3WW9IGDL5M6QBP9RAKW1MF,A23K0YTNUJ0GKR,giraffe,17,hodgepodge,25
4535,Object held in hand,500.0,74.0,814.0,1006.0,3J9UN9O9K6RGNZOPG4KWS82EYPYJ0U,3JRJSWSMQLK7GVZNBSWQMAJFZ2NE3Z,A1ECLPJ8TOEKJ3,giraffe,17,hodgepodge,31
4536,Object held in hand,709.0,233.0,468.0,847.0,3MIVREZQWKXZMCZ6FNEN8TT9QIVQKX,3E337GFOLD7C4DOOZ66TVR2XHZSGNX,A3E7ZJB271LWC4,giraffe,17,hodgepodge,37
4537,Object held in hand,554.0,337.0,578.0,743.0,3IWA71V4ULFCWUFTZXFESIKKMQV6X2,38F71OA9GXV08V7TCLLB0RDLBU0FMF,A1CPNA5L0J834N,giraffe,17,hodgepodge,43
4538,Object held in hand,397.0,264.0,1003.0,816.0,31GN6YMHMSR2US80W5MVR425VDNWSM,32KTQ2V7RHER7LGG9ZLJQVRA8WCM91,A3E7ZJB271LWC4,giraffe,17,hodgepodge,49
4539,Object held in hand,531.0,245.0,798.0,835.0,38F60IALBJGA12KUSYY0UEPNWRO0TF,3SITXWYCNZ8LPQUHLQ1OSI2Y308XBF,A1L3AMVT1UIZPD,giraffe,17,hodgepodge,55
4540,Object held in hand,652.0,40.0,655.0,1040.0,30EV7DWJUYU1WZ534T1GBWRTOWRY62,3C8HJ7UOPBT6DCYTDXFI3JT3NZ6ZMZ,A3RVHUY67SVXQV,giraffe,17,hodgepodge,61
4541,Object held in hand,149.0,246.0,1312.0,663.0,3BA7SXOG2MPF3CC5JD6KNEUNR43R8G,39OWYR0EPOQ02CW7VO9MUM0SK4TYF3,AKTQD9Y44G495,giraffe,17,hodgepodge,67
4542,Object held in hand,419.0,324.0,985.0,756.0,3JTPR5MT0VBATQG8VVQKAIYIUM75KY,3JV9LGBJWXDUMYO00L66AG2279NOGA,A23K0YTNUJ0GKR,giraffe,17,hodgepodge,73
4543,Object held in hand,617.0,22.0,492.0,1058.0,3B9XR6P1XHUH7MRZEKHLCPYXPTPJBA,3JZQSN0I3U90GLB71INGNMTOF7DGFV,A177149MJHLHUO,giraffe,17,hodgepodge,79
4544,Object held in hand,410.0,482.0,951.0,598.0,3JMQI2OLG24659G47E0J0M3E1Y6NDP,38SKSKU7R5W0C4RYDHQH3BBORGTILW,A3SSR32EZYJ8QD,giraffe,17,hodgepodge,85
4545,Object held in hand,440.0,91.0,1045.0,989.0,335VBRUREMZQ8DQA2ZSYO3QFWLV9EA,37U1UTWH9ZLIQWAY9FBMCYQ9UD08RT,A72ON2HDM22OZ,giraffe,17,hodgepodge,91
4546,Object held in hand,592.0,256.0,1119.0,808.0,34YWR3PJ3B9HIJTEX8ZXJHAT9N6X0P,3LBXNTKX0VU21XFKN6NS1C78FZD9XN,A3SSR32EZYJ8QD,giraffe,17,hodgepodge,97
4547,Object held in hand,312.0,393.0,1139.0,580.0,3TFJJUELTKO0BVLXLZ7OOSIY5382CI,3OS4RQUCRDE4P43WLWV2MB2RZV8BFY,A2C7EYRPWL8B3L,giraffe,17,hodgepodge,103
4548,Object held in hand,727.0,444.0,844.0,498.0,38RHULDVA1ED0E54RTSHN2WIMFKWIT,39ASUFLU616JWT61VH3ETQ8J6X9EXK,A2UB4DIAFXKIKU,giraffe,17,hodgepodge,109
4549,Object held in hand,278.0,440.0,1241.0,531.0,3H1C3QRA14IS6BXDEJ2PQTRN26YECW,3E13VNJ1NRUNMXNUK78YJW2ATBA1IX,A2C7EYRPWL8B3L,giraffe,17,hodgepodge,115
4550,Object held in hand,462.0,261.0,805.0,819.0,3I7KR83SODCTUDIKYL31MY3KGIQK94,3EO896NRA0UKQSJ948D81305Y9OTJ8,A1L3AMVT1UIZPD,giraffe,17,hodgepodge,121
4551,Object held in hand,311.0,257.0,1035.0,823.0,371DNNCG571SJRPXN2BFNTV5FPZ8T9,3U5NZHP4LV1Q7UVCZR13KGJTWEZHPM,A3E7ZJB271LWC4,giraffe,17,hodgepodge,127
4552,Object held in hand,275.0,308.0,987.0,770.0,3PUOXASB6A2OJ8H6YM6B9DRXKR49ZG,3DY4FPOOA5NG186BH8MW4CAH5B3RVJ,A10249252O9I20MRSOBVF,giraffe,17,hodgepodge,133
4553,Object held in hand,770.0,276.0,739.0,728.0,36D1BWBEIQ0DKHXOYO12RONAZHA2MY,3ZSY5X72N1ALBOXEGW0I9KG99IUOR2,A1L3AMVT1UIZPD,giraffe,18,hodgepodge,1
4554,Object held in hand,795.0,374.0,698.0,666.0,3LAZVA75OLQ1KKI0B4GFJSCFUHRO21,336KAV9KYURG1IKV7TUFA363B0NY2I,A2C7EYRPWL8B3L,giraffe,18,hodgepodge,7
4555,Object held in hand,792.0,391.0,765.0,689.0,3XT3KXP252XF6ZQY0BFDP8X5YDQ6I1,34BBWHLWHEAGNY3XHVXJCMS4PNYWI4,A2C7EYRPWL8B3L,giraffe,18,hodgepodge,13
4556,Object held in hand,776.0,444.0,791.0,636.0,33K3E8REXZUZ08YHSCCCCWGBSLIX8C,3L6L49WXW4WS28PY0586SL5808N54B,A3SSR32EZYJ8QD,giraffe,18,hodgepodge,19
4557,Object held in hand,759.0,535.0,552.0,507.0,3PIOQ99R81LSMBRQT9Q8AM72NY1UN6,3J4Q2Z4UT22T4WRGU32SLOJQGXDQWZ,A3GR8MTLTV0QW6,giraffe,18,hodgepodge,25
4558,Object held in hand,711.0,533.0,704.0,516.0,3XH7ZM9YY5TFHHVFO5CYNAPYBAL9RN,3KGTPGBS61KZK90QXSXQ7I0QFCDU2H,A3PRFA3M7OSCT5,giraffe,18,hodgepodge,31
4559,Object held in hand,737.0,500.0,634.0,580.0,3QQUBC640HDK3FLLYE1VUT66HGKXN3,3XCC1ODXDPAOW0AUV9SMYPB9OJBQRB,A3PRFA3M7OSCT5,giraffe,18,hodgepodge,37
4560,Object held in hand,839.0,453.0,634.0,620.0,37AQKJ12U0NBHBHLQ0MAEPRST2GTTF,354P56DE9O2QRX5SEZJLO8ZA5USS7R,A3S5AA4R3RIEEP,giraffe,18,hodgepodge,43
4561,Object held in hand,801.0,497.0,561.0,583.0,3YLPJ8OXYBCYH7BFG9MZVK06QZSX4B,3Y54SXRO1PKT48U3G7HM859GFPTTUB,A23K0YTNUJ0GKR,giraffe,18,hodgepodge,49
4562,Object held in hand,767.0,604.0,556.0,476.0,34HEO7RUH9TTM05KGBQYJ50IHS1RAI,30LB5CDZNG99AYRMOSSK5MMQKWYZ0H,A17H4056SPXO80,giraffe,18,hodgepodge,55
4563,Object held in hand,824.0,479.0,431.0,601.0,3SMIWMMK744I9504LAHV65KTGAAUW2,3B3WTRP3DF110HCNZH2ZBMDC2R5290,A23K0YTNUJ0GKR,giraffe,18,hodgepodge,61
4564,Object held in hand,791.0,628.0,481.0,452.0,391JB9X401781X1ENU76RK94GHSMK0,3AAJC4I4FKRGC4S8A02QNR1MJ4NZJ5,A3SSR32EZYJ8QD,giraffe,18,hodgepodge,67
4565,Object held in hand,746.0,586.0,607.0,494.0,3DZKABX20L498MJZ99RZQXF921XCVW,39PAAFCODQZTHNJ3LXRR4RBZTVBVT9,A1L3AMVT1UIZPD,giraffe,18,hodgepodge,73
4566,Object held in hand,773.0,574.0,573.0,504.0,35U0MRQMVM6AHBG2ZE0QLX9QRFEVOA,39ZSFO5CACVZQ5YY4D3I6ZM7HM7UJA,A1DRCYCS1YAPTR,giraffe,18,hodgepodge,79
4567,Object held in hand,768.0,600.0,456.0,478.0,31N9JPQXJSHNHPL6TAJ9R7ICTQ0HNT,3X73LLYYQ5DQ49JZJCOBGREYWZKHNC,A23K0YTNUJ0GKR,giraffe,18,hodgepodge,85
4568,Object held in hand,830.0,630.0,485.0,450.0,3M7OI89LW1NOTW4Y81JRE5ZAL87C66,36AHBNMV1VB34SIB4IEW6MX78R4DYY,A2C7EYRPWL8B3L,giraffe,18,hodgepodge,91
4569,Object held in hand,733.0,586.0,746.0,494.0,3FJ2RVH2625YDXEU9FXXM2HQZI4290,3UNH76FOCW468MOOHBDZPCK1H5YYM3,A1L3AMVT1UIZPD,giraffe,18,hodgepodge,97
4570,Object held in hand,839.0,578.0,515.0,502.0,3O4VWC1GFZ5C4RNMZR2FU60L11G3J7,3JWH6J9I9WCGDWGDJKEFUGB01MQNBD,A177WHL80AVLKL,giraffe,18,hodgepodge,103
4571,Object held in hand,810.0,518.0,539.0,562.0,3SV8KD29M7R8040X2JX0ZM5DVLFZKZ,3M1CVSFP644WXJODTY603ZMZOFWQAC,A72ON2HDM22OZ,giraffe,18,hodgepodge,109
4572,Object held in hand,710.0,672.0,814.0,408.0,3X4Q1O9UCKL86LF6HGXAFJTN5XA7OX,3WLEIWSYHSGUFNU6XTQRO3B0L4W2H9,APV5E6BOHVUG6,giraffe,18,hodgepodge,115
4573,Object held in hand,646.0,569.0,858.0,509.0,3E22YV8GH45FU6JUCNRE0GK3FHDNP7,35USIKEBNVFA7KZINTX7J0P8NLIN6V,A23K0YTNUJ0GKR,giraffe,18,hodgepodge,121
4574,Object held in hand,872.0,509.0,620.0,571.0,3WGZLY9VDKLL22T01CB0IPDJC3DD8X,337RC3OW0915YABYCOP0I01IZJHVL0,ADI3J1D1WQIO3,giraffe,18,hodgepodge,127
4575,Object held in hand,766.0,323.0,734.0,671.0,3J5XXLQDIPALVMNGGGGYXUBFWOJ3VO,37M28K1J0UCFBWK0Y8MR6YADAJHAJG,A1CPNA5L0J834N,giraffe,18,hodgepodge,133
4576,Object held in hand,448.0,2.0,463.0,431.0,35JDMRECD785NNDIG5Y8GKC20YOGE6,3VA45EW49RMXIJYXI2L33TYW5K2O18,A3KQEFX15OV461,giraffe,19,hodgepodge,1
4577,Object held in hand,545.0,0.0,465.0,416.0,3BC9H1KCZXBZQEK9VBEK9QQ6CYLWY2,37TRT2X24UQKU6PS4MMN19UJS2SJBC,A38USNFPASG5WW,giraffe,19,hodgepodge,7
4578,Object held in hand,469.0,0.0,444.0,396.0,344M16OZLLEBXFU439B364LZ1A9NEK,3TS1AR6UQUDHNS068FJMH9GVG57F76,A3E7ZJB271LWC4,giraffe,19,hodgepodge,13
4579,Object held in hand,528.0,3.0,437.0,411.0,3EN4YVUOVFROKPU0JG931MPP8WCJXI,39GHHAVOMJQ0974JP7C0TVODI9JJ4C,A3OLRWACCCCUTU,giraffe,19,hodgepodge,19
4580,Object held in hand,532.0,2.0,483.0,310.0,3CESM1J3FL2X7UA3PSJSQZ6DDOMW6W,3DZQRBDBSPE8QE45CNGVBRNU0SWS3C,A3SSR32EZYJ8QD,giraffe,19,hodgepodge,25
4581,Object held in hand,534.0,1.0,492.0,425.0,3W9XHF7WHNUCESRYWR8IDY4WAPSKT3,3B837J3LDSV09GP7NDHRTPQA670RS5,A3E7ZJB271LWC4,giraffe,19,hodgepodge,31
4582,Object held in hand,596.0,28.0,552.0,346.0,3D4BBDG70KVPWDHGPZLT72NQBH83CU,3LEP4MGT3KZ7RKP0UQ0CYBZ6NITDBQ,A3NPSVXD85WT0J,giraffe,19,hodgepodge,37
4583,Object held in hand,655.0,0.0,363.0,400.0,3FI30CQHWNI5JRCSU1NW3LTS3NA6BW,3TXWC2NHN3PU5GTLTWH524QG0L1S9Q,AHNFZWCD02H6B,giraffe,19,hodgepodge,43
4584,Object held in hand,665.0,0.0,309.0,310.0,3WJGKMRWWL8NE5JDIOR5KB922UYDC3,3S0TNUHWKXHOPMRTREG27995FCD8DR,A3E7ZJB271LWC4,giraffe,19,hodgepodge,49
4585,Object held in hand,652.0,1.0,360.0,411.0,3XJOUITW9XQYPVPT9WSF9KG59VKQT1,3IXQG4FA2XXVOUCJIAVACFGGWX89BZ,A177WHL80AVLKL,giraffe,19,hodgepodge,55
4586,Object held in hand,372.0,7.0,585.0,441.0,3VDI8GSXBISOEM3R32C8OAGGPVS8G1,3QEMNNSB21YKP8MAH9OWT9DA4S2D74,A23K0YTNUJ0GKR,giraffe,19,hodgepodge,61
4587,Object held in hand,557.0,0.0,536.0,482.0,3Y3CZJSZANSWGUT3LFZHBUKWPE1R5D,3FDJT1UU787DGAE1LXVMZ2U4XV25KS,A1L5H5KX16J1LS,giraffe,19,hodgepodge,67
4588,Object held in hand,562.0,0.0,415.0,382.0,3X55NP42FRF8Q2QKU47ZR2MXA0LP3S,33FOTY3KEQKW9U1USXCC8T4FG6KC10,A3PRFA3M7OSCT5,giraffe,19,hodgepodge,73
4589,Object held in hand,729.0,12.0,352.0,343.0,3OKP4QVBQ5W2XAW600WMK1MBFJSAG7,39K0FND3ALE5C4QL15ZJMQ2UEEZAM9,A313LDOJS2HB5G,giraffe,19,hodgepodge,79
4590,Object held in hand,494.0,4.0,589.0,391.0,3SNR5F7RA5SJJEJD6TYB1WPIFBHIE1,3I0BTBYZA1K958HHS6Q1RFDOE2XY0S,AKM6A2R4THEII,giraffe,19,hodgepodge,85
4591,Object held in hand,507.0,0.0,589.0,438.0,32PT7WK7EPEZ15NUPVG4R858WHL3DV,386CSBG1O3LVAHCA3LPONUKDSWC6Q8,A6KOTWP7N7RLU,giraffe,19,hodgepodge,91
4592,Object held in hand,438.0,2.0,618.0,480.0,3L21G7IH5AV6PD46YNPZG00CGLD1Y9,3T3IWE1XGAM1CFNMZYXHY4CRC4MTQ5,A32F420NFLF032,giraffe,19,hodgepodge,97
4593,Object held in hand,402.0,0.0,697.0,622.0,3N3WJQXEMVPTEZF3YC0NRB8LZCGL2B,351SEKWQS4G3ABTXLFQLCRA0ZG8DMO,A1DRCYCS1YAPTR,giraffe,19,hodgepodge,103
4594,Object held in hand,587.0,5.0,753.0,495.0,3VADEH0UIFWCAJBZKJ80ZAU92GLSPO,3G2UL9A02HDL4Z7V7MGIN33IN6F675,A3RVHUY67SVXQV,giraffe,19,hodgepodge,109
4595,Object held in hand,510.0,1.0,690.0,541.0,33K3E8REXZUZ08YHSCCCCWGBSLLX8F,37FMASSAYGQOZV5MM41NP8FJFNSIBO,A3GJ43NLKYZ7O,giraffe,19,hodgepodge,115
4596,Object held in hand,721.0,0.0,379.0,626.0,3XBXDSS89BIUFFI0M1LGH12HCLLLXQ,388U7OUMFB00875VEBY7JJKRBFGR0H,A2UB4DIAFXKIKU,giraffe,19,hodgepodge,121
4597,Object held in hand,690.0,0.0,409.0,502.0,368IUKXGB877NLD2D65XY5YHKRO6PG,3R6P78PK7OAAZQT8W2S54Q8P6H6GTQ,A3E7ZJB271LWC4,giraffe,19,hodgepodge,127
4598,Object held in hand,710.0,4.0,332.0,414.0,3IKDQS3DRHZ4MGZZA2SGB8PFUZZIC3,3JJVG1YBEFWCN7A7FKIT0ZBEA095BM,A3E7ZJB271LWC4,giraffe,19,hodgepodge,133
4599,Object held in hand,695.0,0.0,339.0,458.0,3FDWKV9VDQ1M4T6QH8B8X7I2I8QUM5,37Z929RLGD7DPV2ZR2MMT4RSURDSTX,A3PRFA3M7OSCT5,giraffe,19,hodgepodge,139
4600,Object held in hand,913.0,236.0,390.0,808.0,3F6045TU8GN9DHZTUOCCWPP45OD99Y,3NPFYT4IZG3HG72S1CT2TTTVJDRXGN,A17H4056SPXO80,giraffe,20,hodgepodge,1
4601,Object held in hand,917.0,291.0,309.0,789.0,3MDWE879VK1S1AEQS8Q8NVKUTOH9B9,3VAR3R6G1T0FTJIIHNUII3L4JQE8OI,A18R8GG33EVI6C,giraffe,20,hodgepodge,7
4602,Object held in hand,717.0,254.0,562.0,759.0,3ZXNP4Z3AUK000C94OHIN2PTAS2L7R,3JBT3HLQFC1CYFV65D7AKNNYS3PPZR,A1L5H5KX16J1LS,giraffe,20,hodgepodge,13
4603,Object held in hand,715.0,188.0,928.0,631.0,3OQQD2WO9L5G9G3GH9HFI5LLOMOI37,3IOEN3P9SBI7TDSTI6Z9MTC5KJX16J,A3S5AA4R3RIEEP,giraffe,20,hodgepodge,19
4604,Object held in hand,599.0,177.0,519.0,697.0,3EAWOID6NWWPEUOJXTYFVWD8TC3V0P,37FMASSAYGQOZV5MM41NP8FJFN0BIP,A6KOTWP7N7RLU,giraffe,20,hodgepodge,25
4605,Object held in hand,660.0,177.0,695.0,865.0,3VCK0Q0PP8DC6PFAV2COLFJV7900NC,3R5F3LQFV6JUDFJ5QDUVVNI8IZEZO7,A177149MJHLHUO,giraffe,20,hodgepodge,31
4606,Object held in hand,859.0,137.0,548.0,744.0,379OL9DBTVDOEI71204SV6IVEXVY99,3IAEQB9FMIJZFNNBPHW8LPCRXISWD4,A1M1E62KXCDNL0,giraffe,20,hodgepodge,37
4607,Object held in hand,699.0,194.0,521.0,728.0,30QQTY5GNNJ3JQZ3D29JEPLCNJ1U70,32KTQ2V7RHER7LGG9ZLJQVRA8WNM9C,A2C7EYRPWL8B3L,giraffe,20,hodgepodge,43
4608,Object held in hand,845.0,190.0,378.0,881.0,36BTXXLZ3Y7EKBP37AG762EIPI1R43,3TGOYF9911L84L9SGC7WD1VIY23UU4,A18R8GG33EVI6C,giraffe,20,hodgepodge,49
4609,Object held in hand,833.0,194.0,441.0,874.0,34R0BODSQ4Y77QOYZ9FHCNLDAP95EC,3DZQRBDBSPE8QE45CNGVBRNU0TC3S5,A3SSR32EZYJ8QD,giraffe,20,hodgepodge,55
4610,Object held in hand,935.0,70.0,290.0,859.0,3UUIU9GZD849W96VP44CB9LEDZTT5N,37KGEN7NJ7PIKBT0I498TPLKI4QPPE,A1ECLPJ8TOEKJ3,giraffe,20,hodgepodge,61
4611,Object held in hand,923.0,170.0,395.0,801.0,32W3UF2E0RKAE90KPDQCH7FWPH4C4O,3DHE4R9OC0AGFRZVDN8933ZZ64YG23,ADI3J1D1WQIO3,giraffe,20,hodgepodge,67
4612,Object held in hand,972.0,22.0,476.0,861.0,3OKP4QVBQ5W2XAW600WMK1MBFJTGAE,3OSWBBLG1IWE4NS1ZMSUN8QY6LMXDO,A2C7EYRPWL8B3L,giraffe,20,hodgepodge,73
4613,Object held in hand,984.0,193.0,346.0,812.0,3J94SKDELLO2FKAY3E4X653SADB5DM,3JAOYWH7VM3713YV9NK4QICL8RR9LR,AKTQD9Y44G495,giraffe,20,hodgepodge,79
4614,Object held in hand,873.0,364.0,377.0,586.0,3EKTG13I0X2JL3JW8UJ76KMJ5HZML5,3ZV9H2YQQH61XVLEWSQW8GQF668W3D,A3E7ZJB271LWC4,giraffe,20,hodgepodge,85
4615,Object held in hand,621.0,323.0,792.0,475.0,3SR6AEG6X8SHTOPK0CSK8NGJXA8YH4,3E1QT0TDFT85XX7FJSHDY6PI7HN8IV,A3KQEFX15OV461,giraffe,20,hodgepodge,91
4616,Object held in hand,708.0,366.0,541.0,403.0,3X7837UUBGXB1AA4IT0D19C5BSI6JG,3LWJHTCVCGLRTA5L4ESSH0XQLV7FQC,A3E7ZJB271LWC4,giraffe,20,hodgepodge,97
4617,Object held in hand,685.0,329.0,508.0,340.0,3Q7TKIAPPW9GH9DJV1K4NUZPW35LDK,3J4Q2Z4UT22T4WRGU32SLOJQGX5QWR,A18R8GG33EVI6C,giraffe,20,hodgepodge,103
4618,Object held in hand,774.0,250.0,500.0,495.0,3S8A4GJRE62KS5AYZIEW4XNZ6FP6V1,3F1567XTN04IS0E81SS074BFIXC9QE,A3760PCQD2MPIO,giraffe,20,hodgepodge,109
4619,Object held in hand,456.0,170.0,856.0,397.0,3SA4EMRVKY1C9ARNBHPGP4OQ7O3P0Z,3WI0P0II65RU7R6PQNM2YQ4A541DR8,A2N887KY7OGA4C,giraffe,20,hodgepodge,115
